type,row,col
label1,11,263
label1,11,262
label1,11,261
label1,11,260
label1,11,259
label1,11,258
label1,11,257
label1,11,256
label1,11,255
label1,11,254
label1,11,253
label1,11,252
label1,11,251
label1,11,250
label1,11,249
label1,11,248
label1,11,247
label1,11,246
label1,11,245
label1,11,244
label1,11,243
label1,11,242
label1,11,241
label1,11,240
label1,11,239
label1,11,238
label1,11,237
label1,11,236
label1,11,235
label1,11,234
label1,11,233
label1,11,232
label1,11,231
label1,11,230
label1,11,229
label1,11,228
label1,11,227
label1,11,226
label1,11,225
label1,11,224
label1,11,223
label1,11,222
label1,11,221
label1,11,220
label1,11,219
label1,11,218
label1,11,217
label1,11,216
label1,11,215
label1,11,214
label1,11,213
label1,11,212
label1,11,211
label1,11,210
label1,11,209
label1,11,208
label1,11,207
label1,11,206
label1,11,205
label1,11,204
label1,11,203
label1,11,202
label1,11,201
label1,11,199
label1,11,198
label1,11,197
label1,12,274
label1,12,273
label1,12,272
label1,12,271
label1,12,270
label1,12,269
label1,12,268
label1,12,267
label1,12,267
label1,12,266
label1,12,265
label1,12,264
label1,12,263
label1,12,262
label1,12,261
label1,12,260
label1,12,259
label1,12,258
label1,12,257
label1,12,256
label1,12,255
label1,12,254
label1,12,253
label1,12,252
label1,12,251
label1,12,250
label1,12,249
label1,12,248
label1,12,247
label1,12,246
label1,12,245
label1,12,244
label1,12,243
label1,12,242
label1,12,241
label1,12,240
label1,12,239
label1,12,238
label1,12,237
label1,12,236
label1,12,235
label1,12,234
label1,12,233
label1,12,232
label1,12,231
label1,12,230
label1,12,229
label1,12,228
label1,12,227
label1,12,226
label1,12,225
label1,12,224
label1,12,223
label1,12,222
label1,12,221
label1,12,220
label1,12,219
label1,12,218
label1,12,217
label1,12,216
label1,12,215
label1,12,214
label1,12,213
label1,12,212
label1,12,211
label1,12,210
label1,12,209
label1,12,208
label1,12,207
label1,12,206
label1,12,205
label1,12,204
label1,12,203
label1,12,201
label1,12,198
label1,12,197
label1,13,274
label1,13,273
label1,13,272
label1,13,271
label1,13,270
label1,13,269
label1,13,268
label1,13,267
label1,13,266
label1,13,265
label1,13,264
label1,13,263
label1,13,262
label1,13,261
label1,13,260
label1,13,259
label1,13,258
label1,13,257
label1,13,256
label1,13,255
label1,13,254
label1,13,253
label1,13,252
label1,13,251
label1,13,250
label1,13,249
label1,13,248
label1,13,247
label1,13,246
label1,13,245
label1,13,244
label1,13,243
label1,13,242
label1,13,241
label1,13,240
label1,13,239
label1,13,238
label1,13,237
label1,13,236
label1,13,235
label1,13,234
label1,13,233
label1,13,232
label1,13,231
label1,13,230
label1,13,229
label1,13,228
label1,13,227
label1,13,226
label1,13,225
label1,13,224
label1,13,223
label1,13,222
label1,13,221
label1,13,220
label1,13,219
label1,13,218
label1,13,217
label1,13,216
label1,13,215
label1,13,214
label1,13,213
label1,13,212
label1,13,211
label1,13,210
label1,13,209
label1,13,208
label1,13,207
label1,13,206
label1,13,205
label1,13,204
label1,13,203
label1,13,202
label1,13,201
label1,13,198
label1,13,197
label1,14,274
label1,14,273
label1,14,272
label1,14,271
label1,14,270
label1,14,269
label1,14,268
label1,14,267
label1,14,266
label1,14,265
label1,14,264
label1,14,263
label1,14,262
label1,14,261
label1,14,260
label1,14,259
label1,14,258
label1,14,257
label1,14,256
label1,14,255
label1,14,254
label1,14,253
label1,14,252
label1,14,251
label1,14,250
label1,14,249
label1,14,248
label1,14,247
label1,14,246
label1,14,245
label1,14,244
label1,14,243
label1,14,242
label1,14,241
label1,14,240
label1,14,239
label1,14,238
label1,14,237
label1,14,236
label1,14,235
label1,14,234
label1,14,233
label1,14,232
label1,14,231
label1,14,230
label1,14,229
label1,14,228
label1,14,227
label1,14,226
label1,14,225
label1,14,224
label1,14,223
label1,14,222
label1,14,221
label1,14,220
label1,14,219
label1,14,218
label1,14,217
label1,14,216
label1,14,215
label1,14,214
label1,14,213
label1,14,212
label1,14,211
label1,14,210
label1,14,209
label1,14,208
label1,14,207
label1,14,206
label1,14,205
label1,14,204
label1,14,203
label1,14,202
label1,14,201
label1,14,200
label1,14,198
label1,14,197
label1,15,274
label1,15,273
label1,15,272
label1,15,271
label1,15,270
label1,15,269
label1,15,268
label1,15,267
label1,15,266
label1,15,265
label1,15,264
label1,15,263
label1,15,262
label1,15,261
label1,15,260
label1,15,259
label1,15,258
label1,15,257
label1,15,256
label1,15,255
label1,15,254
label1,15,253
label1,15,252
label1,15,251
label1,15,250
label1,15,249
label1,15,248
label1,15,247
label1,15,246
label1,15,245
label1,15,244
label1,15,243
label1,15,242
label1,15,241
label1,15,240
label1,15,239
label1,15,238
label1,15,237
label1,15,236
label1,15,235
label1,15,234
label1,15,233
label1,15,232
label1,15,231
label1,15,230
label1,15,229
label1,15,228
label1,15,227
label1,15,226
label1,15,225
label1,15,224
label1,15,223
label1,15,222
label1,15,221
label1,15,220
label1,15,219
label1,15,218
label1,15,217
label1,15,216
label1,15,215
label1,15,214
label1,15,213
label1,15,212
label1,15,211
label1,15,210
label1,15,209
label1,15,208
label1,15,207
label1,15,206
label1,15,205
label1,15,204
label1,15,203
label1,15,202
label1,15,201
label1,15,197
label1,15,196
label1,16,274
label1,16,273
label1,16,272
label1,16,271
label1,16,270
label1,16,269
label1,16,268
label1,16,267
label1,16,267
label1,16,266
label1,16,265
label1,16,264
label1,16,263
label1,16,262
label1,16,261
label1,16,260
label1,16,259
label1,16,258
label1,16,257
label1,16,256
label1,16,255
label1,16,254
label1,16,253
label1,16,252
label1,16,251
label1,16,250
label1,16,249
label1,16,248
label1,16,247
label1,16,246
label1,16,245
label1,16,244
label1,16,243
label1,16,242
label1,16,241
label1,16,240
label1,16,239
label1,16,238
label1,16,237
label1,16,236
label1,16,235
label1,16,234
label1,16,233
label1,16,232
label1,16,231
label1,16,230
label1,16,229
label1,16,228
label1,16,227
label1,16,226
label1,16,225
label1,16,224
label1,16,223
label1,16,222
label1,16,221
label1,16,220
label1,16,219
label1,16,218
label1,16,217
label1,16,216
label1,16,215
label1,16,214
label1,16,213
label1,16,212
label1,16,211
label1,16,210
label1,16,209
label1,16,208
label1,16,207
label1,16,206
label1,16,205
label1,16,204
label1,16,202
label1,16,201
label1,16,200
label1,16,197
label1,16,196
label1,17,274
label1,17,273
label1,17,272
label1,17,271
label1,17,270
label1,17,269
label1,17,268
label1,17,267
label1,17,266
label1,17,265
label1,17,264
label1,17,263
label1,17,262
label1,17,261
label1,17,260
label1,17,259
label1,17,258
label1,17,257
label1,17,256
label1,17,255
label1,17,254
label1,17,253
label1,17,252
label1,17,251
label1,17,250
label1,17,249
label1,17,248
label1,17,247
label1,17,246
label1,17,245
label1,17,244
label1,17,243
label1,17,242
label1,17,241
label1,17,240
label1,17,239
label1,17,238
label1,17,237
label1,17,236
label1,17,235
label1,17,234
label1,17,233
label1,17,232
label1,17,231
label1,17,230
label1,17,229
label1,17,228
label1,17,227
label1,17,226
label1,17,225
label1,17,224
label1,17,223
label1,17,222
label1,17,221
label1,17,220
label1,17,219
label1,17,218
label1,17,217
label1,17,216
label1,17,215
label1,17,214
label1,17,213
label1,17,212
label1,17,211
label1,17,210
label1,17,209
label1,17,208
label1,17,207
label1,17,206
label1,17,205
label1,17,204
label1,17,203
label1,17,202
label1,17,201
label1,17,200
label1,17,197
label1,17,196
label1,18,274
label1,18,273
label1,18,272
label1,18,271
label1,18,270
label1,18,269
label1,18,268
label1,18,267
label1,18,266
label1,18,265
label1,18,264
label1,18,263
label1,18,262
label1,18,261
label1,18,260
label1,18,259
label1,18,258
label1,18,257
label1,18,256
label1,18,255
label1,18,254
label1,18,253
label1,18,252
label1,18,251
label1,18,250
label1,18,249
label1,18,248
label1,18,247
label1,18,246
label1,18,245
label1,18,244
label1,18,243
label1,18,242
label1,18,241
label1,18,240
label1,18,239
label1,18,238
label1,18,237
label1,18,236
label1,18,235
label1,18,234
label1,18,233
label1,18,232
label1,18,231
label1,18,230
label1,18,229
label1,18,228
label1,18,227
label1,18,226
label1,18,225
label1,18,224
label1,18,223
label1,18,222
label1,18,221
label1,18,220
label1,18,219
label1,18,218
label1,18,217
label1,18,216
label1,18,215
label1,18,214
label1,18,213
label1,18,212
label1,18,211
label1,18,210
label1,18,209
label1,18,208
label1,18,207
label1,18,206
label1,18,205
label1,18,204
label1,18,203
label1,18,202
label1,18,201
label1,18,200
label1,18,197
label1,18,196
label1,19,274
label1,19,273
label1,19,272
label1,19,271
label1,19,270
label1,19,269
label1,19,268
label1,19,267
label1,19,266
label1,19,265
label1,19,264
label1,19,263
label1,19,262
label1,19,261
label1,19,260
label1,19,259
label1,19,258
label1,19,257
label1,19,256
label1,19,255
label1,19,254
label1,19,253
label1,19,252
label1,19,251
label1,19,250
label1,19,249
label1,19,248
label1,19,247
label1,19,246
label1,19,245
label1,19,244
label1,19,243
label1,19,242
label1,19,241
label1,19,240
label1,19,239
label1,19,238
label1,19,237
label1,19,236
label1,19,235
label1,19,234
label1,19,233
label1,19,232
label1,19,231
label1,19,230
label1,19,229
label1,19,228
label1,19,227
label1,19,226
label1,19,225
label1,19,224
label1,19,223
label1,19,222
label1,19,221
label1,19,220
label1,19,219
label1,19,218
label1,19,217
label1,19,216
label1,19,215
label1,19,214
label1,19,213
label1,19,212
label1,19,211
label1,19,210
label1,19,209
label1,19,208
label1,19,207
label1,19,206
label1,19,205
label1,19,204
label1,19,203
label1,19,202
label1,19,201
label1,19,200
label1,19,197
label1,20,274
label1,20,273
label1,20,272
label1,20,271
label1,20,270
label1,20,269
label1,20,268
label1,20,267
label1,20,266
label1,20,266
label1,20,265
label1,20,264
label1,20,263
label1,20,262
label1,20,261
label1,20,260
label1,20,259
label1,20,258
label1,20,257
label1,20,256
label1,20,255
label1,20,254
label1,20,253
label1,20,252
label1,20,251
label1,20,250
label1,20,249
label1,20,248
label1,20,247
label1,20,246
label1,20,245
label1,20,244
label1,20,243
label1,20,242
label1,20,241
label1,20,240
label1,20,239
label1,20,238
label1,20,237
label1,20,236
label1,20,235
label1,20,234
label1,20,233
label1,20,232
label1,20,231
label1,20,230
label1,20,229
label1,20,228
label1,20,227
label1,20,226
label1,20,225
label1,20,224
label1,20,223
label1,20,222
label1,20,221
label1,20,220
label1,20,219
label1,20,218
label1,20,217
label1,20,216
label1,20,215
label1,20,214
label1,20,213
label1,20,212
label1,20,211
label1,20,210
label1,20,209
label1,20,208
label1,20,207
label1,20,206
label1,20,205
label1,20,204
label1,20,202
label1,20,201
label1,20,200
label1,20,196
label1,21,274
label1,21,273
label1,21,272
label1,21,271
label1,21,270
label1,21,269
label1,21,268
label1,21,267
label1,21,266
label1,21,265
label1,21,264
label1,21,263
label1,21,262
label1,21,261
label1,21,260
label1,21,259
label1,21,258
label1,21,257
label1,21,256
label1,21,255
label1,21,254
label1,21,253
label1,21,252
label1,21,251
label1,21,250
label1,21,249
label1,21,248
label1,21,247
label1,21,246
label1,21,245
label1,21,244
label1,21,243
label1,21,242
label1,21,241
label1,21,240
label1,21,239
label1,21,238
label1,21,237
label1,21,236
label1,21,235
label1,21,234
label1,21,233
label1,21,232
label1,21,231
label1,21,230
label1,21,229
label1,21,228
label1,21,227
label1,21,226
label1,21,225
label1,21,224
label1,21,223
label1,21,222
label1,21,221
label1,21,220
label1,21,219
label1,21,218
label1,21,217
label1,21,216
label1,21,215
label1,21,214
label1,21,213
label1,21,212
label1,21,211
label1,21,210
label1,21,209
label1,21,208
label1,21,207
label1,21,206
label1,21,205
label1,21,204
label1,21,203
label1,21,202
label1,21,201
label1,21,200
label1,21,196
label1,22,274
label1,22,273
label1,22,272
label1,22,271
label1,22,270
label1,22,269
label1,22,268
label1,22,267
label1,22,266
label1,22,265
label1,22,264
label1,22,263
label1,22,262
label1,22,261
label1,22,260
label1,22,259
label1,22,258
label1,22,257
label1,22,256
label1,22,255
label1,22,254
label1,22,253
label1,22,252
label1,22,251
label1,22,250
label1,22,249
label1,22,248
label1,22,247
label1,22,246
label1,22,245
label1,22,244
label1,22,243
label1,22,242
label1,22,241
label1,22,240
label1,22,239
label1,22,238
label1,22,237
label1,22,236
label1,22,235
label1,22,234
label1,22,233
label1,22,232
label1,22,231
label1,22,230
label1,22,229
label1,22,228
label1,22,227
label1,22,226
label1,22,225
label1,22,224
label1,22,223
label1,22,222
label1,22,221
label1,22,220
label1,22,219
label1,22,218
label1,22,217
label1,22,216
label1,22,215
label1,22,214
label1,22,213
label1,22,212
label1,22,211
label1,22,210
label1,22,209
label1,22,208
label1,22,207
label1,22,206
label1,22,205
label1,22,204
label1,22,203
label1,22,202
label1,22,201
label1,22,200
label1,22,196
label1,23,274
label1,23,273
label1,23,272
label1,23,271
label1,23,270
label1,23,269
label1,23,268
label1,23,267
label1,23,266
label1,23,265
label1,23,264
label1,23,263
label1,23,262
label1,23,261
label1,23,260
label1,23,259
label1,23,258
label1,23,257
label1,23,256
label1,23,255
label1,23,254
label1,23,253
label1,23,252
label1,23,251
label1,23,250
label1,23,249
label1,23,248
label1,23,247
label1,23,246
label1,23,245
label1,23,244
label1,23,243
label1,23,242
label1,23,241
label1,23,240
label1,23,239
label1,23,238
label1,23,237
label1,23,236
label1,23,235
label1,23,234
label1,23,233
label1,23,232
label1,23,231
label1,23,230
label1,23,229
label1,23,228
label1,23,227
label1,23,226
label1,23,225
label1,23,224
label1,23,223
label1,23,222
label1,23,221
label1,23,220
label1,23,219
label1,23,218
label1,23,217
label1,23,216
label1,23,215
label1,23,214
label1,23,213
label1,23,212
label1,23,211
label1,23,210
label1,23,209
label1,23,208
label1,23,207
label1,23,206
label1,23,205
label1,23,204
label1,23,203
label1,23,202
label1,23,201
label1,23,200
label1,24,274
label1,24,273
label1,24,272
label1,24,271
label1,24,270
label1,24,269
label1,24,268
label1,24,267
label1,24,266
label1,24,265
label1,24,264
label1,24,263
label1,24,262
label1,24,261
label1,24,260
label1,24,259
label1,24,258
label1,24,257
label1,24,256
label1,24,255
label1,24,254
label1,24,253
label1,24,252
label1,24,251
label1,24,250
label1,24,249
label1,24,248
label1,24,247
label1,24,246
label1,24,245
label1,24,244
label1,24,243
label1,24,242
label1,24,241
label1,24,240
label1,24,239
label1,24,238
label1,24,237
label1,24,236
label1,24,235
label1,24,234
label1,24,233
label1,24,232
label1,24,231
label1,24,230
label1,24,229
label1,24,228
label1,24,227
label1,24,226
label1,24,225
label1,24,224
label1,24,223
label1,24,222
label1,24,221
label1,24,220
label1,24,219
label1,24,218
label1,24,217
label1,24,216
label1,24,215
label1,24,214
label1,24,213
label1,24,212
label1,24,211
label1,24,210
label1,24,209
label1,24,208
label1,24,207
label1,24,206
label1,24,205
label1,24,204
label1,24,203
label1,24,202
label1,24,201
label1,24,200
label1,24,199
label1,24,198
label1,25,274
label1,25,273
label1,25,272
label1,25,271
label1,25,270
label1,25,269
label1,25,268
label1,25,267
label1,25,266
label1,25,265
label1,25,264
label1,25,263
label1,25,262
label1,25,261
label1,25,260
label1,25,259
label1,25,258
label1,25,257
label1,25,256
label1,25,255
label1,25,254
label1,25,253
label1,25,252
label1,25,251
label1,25,250
label1,25,249
label1,25,248
label1,25,247
label1,25,246
label1,25,245
label1,25,244
label1,25,243
label1,25,242
label1,25,241
label1,25,240
label1,25,239
label1,25,238
label1,25,237
label1,25,236
label1,25,235
label1,25,234
label1,25,233
label1,25,232
label1,25,231
label1,25,230
label1,25,229
label1,25,228
label1,25,227
label1,25,226
label1,25,225
label1,25,224
label1,25,223
label1,25,222
label1,25,221
label1,25,220
label1,25,219
label1,25,218
label1,25,217
label1,25,216
label1,25,215
label1,25,214
label1,25,213
label1,25,212
label1,25,211
label1,25,210
label1,25,209
label1,25,208
label1,25,207
label1,25,206
label1,25,205
label1,25,204
label1,25,203
label1,25,202
label1,25,201
label1,25,200
label1,25,199
label1,25,198
label1,25,197
label1,26,273
label1,26,272
label1,26,271
label1,26,270
label1,26,269
label1,26,268
label1,26,267
label1,26,266
label1,26,265
label1,26,264
label1,26,263
label1,26,262
label1,26,261
label1,26,260
label1,26,259
label1,26,258
label1,26,257
label1,26,256
label1,26,255
label1,26,254
